robotName,hit,power,energy,bearing,distance,robotHeading,gunHeading,velocity
sample.SittingDuck,true,1.591277122034567,100.0,80.96299800446596,288.23112286298306,205.48315808175292,234.02986080103022,0.0
sample.SittingDuck,true,2.8744580076367106,100.0,76.85901791806884,308.2797268006894,205.48315808175292,212.91960651548993,0.0
sample.SittingDuck,true,2.6303777108777755,92.4523372677926,70.18247869403478,330.8201344916094,205.48315808175292,190.24306729145582,0.0
sample.SittingDuck,true,2.6759784617614804,77.20558922197233,90.76511817875873,352.6907127737165,205.48315808175292,179.77476884211717,0.0
sample.SittingDuck,true,1.9631798139224315,55.423322956705675,103.13374601561652,363.2584782593165,205.48315808175292,199.29224009178859,0.0
sample.SittingDuck,true,1.4730193260761668,37.367452186136795,99.49951251937856,385.43640907559995,205.48315808175292,216.08512213481163,0.0
sample.SittingDuck,true,2.5858583900631675,23.588373302602207,109.9979286245685,410.6404491943433,205.48315808175292,230.58353824000162,0.0
sample.SittingDuck,false,2.313698555789788,12.750257346145204,94.94030257821147,431.52958981110265,205.48315808175292,247.52591219364461,0.0
sample.SittingDuck,false,2.082132151869807,4.7502573461452045,101.2775038762081,447.09787188742325,205.48315808175292,261.3631134916413,0.0
sample.Corners,true,1.428566265474243,108.0,134.76564856034045,675.6212590988504,270.0,309.9554666047962,0.0
sample.Corners,true,2.2718696348181915,107.0,92.22023372241333,688.6028726190692,270.0,315.5320741098077,0.0
sample.Corners,true,2.1417130562330997,106.0,70.48067598998968,717.2610917264788,270.0,308.47022965676996,0.0
sample.Corners,true,2.639943400581574,98.42860240715454,73.34204463187145,759.1771665177562,270.0,299.75471377192144,0.0
sample.Crazy,false,2.8030331517418334,81.20000000000002,100.84564984239118,79.3173262000901,110.35675476526968,325.8598644497655,-8.0
sample.Crazy,true,2.6409127043330716,83.20000000000002,109.85092401847548,64.6722103365413,46.35675476526962,341.46183423629225,-8.0
sample.Crazy,true,1.8253412127912554,67.7545237740016,160.50598111345306,161.3307442552174,96.35675476526974,104.27167654726811,8.0
sample.Crazy,false,1.7906695214186763,67.7545237740016,155.88182857226406,253.82695110526868,152.3567547652698,111.38521500284263,8.0
sample.Crazy,false,1.887600604546743,58.80247649725406,-128.20996480551776,308.22265897876633,211.35675476526976,116.01072955049173,8.0
sample.Crazy,true,2.55316094644645,55.30247649725406,-106.11600315041949,322.7957967192704,289.1067547652698,92.69859032508334,1.0
sample.Crazy,true,1.5785637745402588,51.30247649725406,-81.00791338330924,274.4756252875007,214.60675476526967,80.89613840077948,-4.0
sample.Crazy,true,1.2755528291322609,37.98351081857536,-90.02280191906202,234.1791322412388,151.10675476526964,90.21607522759025,-8.0
sample.Crazy,false,1.9669460495946978,30.512128171333806,-76.70796796147594,132.62845136036512,141.3567547652696,179.94178407316187,-8.0
sample.Crazy,true,2.8162881759808607,30.512128171333806,-32.24185531142919,79.3469192999079,197.3567547652697,232.18418103414442,-8.0
sample.Crazy,true,2.032885157870828,15.614399115448641,-13.473091221159244,44.233618102204254,261.3567547652698,212.322869606654,-8.0
sample.Crazy,false,1.300212352435759,3.817088168223675,-11.703005443786799,187.73736363615768,331.6067547652696,311.17240164656704,8.0
sample.Crazy,false,1.3586597063591175,3.817088168223675,-15.795155490554391,258.86169361045853,23.606754765269663,348.64780887933154,8.0
sample.Crazy,false,1.7593639608552718,3.817088168223675,-85.76350079572715,255.48673256456155,324.85675476526967,306.37395653560964,-5.0
sample.Crazy,true,1.1814527042455203,2.817088168223675,-48.011695238575214,246.1712645458672,264.3567547652696,10.270185864107829,-8.0
sample.Crazy,false,2.5032097149500867,0.0,-54.676034426239,375.1201590764227,212.3567547652695,42.058119784565925,0.0
sample.Fire,true,1.3398968856284719,51.14668302520644,-30.44914825680687,409.9723839457421,181.7000015496549,93.32635467222113,0.0
sample.Fire,false,1.341920967927572,51.14668302520644,-50.42111685651683,481.3839496073454,181.7000015496549,102.22359828350993,0.0
sample.Fire,false,1.1706645050149804,45.10730171143561,-79.73474596374808,523.6191650542398,182.89598748072623,112.83851321444743,0.0
sample.Fire,false,2.311358448307928,45.10730171143561,-120.78468263975041,562.8397855286428,182.89598748072623,116.56285106516236,0.0
sample.Fire,true,1.9068664177021828,45.10730171143561,-110.23654356689616,599.9299372445748,182.89598748072623,105.41397493167975,0.0
sample.Fire,false,1.0717231975669785,45.10730171143561,-88.47277155902574,618.4220230947064,182.89598748072623,95.17774693955012,0.0
sample.Fire,false,2.9022815148274574,44.10730171143561,-89.49569296411998,616.1210146782441,182.89598748072623,85.52370641335327,0.0
sample.Fire,false,2.5003240425819415,34.66610320522251,-99.41755969231144,610.2170538434543,196.13413006801218,81.84457778574827,0.0
sample.Fire,true,2.0511121900393534,23.666103205222512,-80.6173556307795,642.0017476509452,196.13413006801218,89.10198590325763,0.0
sample.Fire,false,2.991294354900738,25.666103205222512,-89.17263692616876,655.8015712220329,196.13413006801218,94.83408444281977,0.0
sample.Fire,true,1.6724019984719238,27.06610320522251,-106.3810836950143,675.1758894314322,196.13413006801218,97.8816814837112,0.0
sample.Walls,false,2.3631022885581956,98.80000000000001,-99.28291039278515,682.2715034348498,269.24999999999994,86.72985478594033,0.0
sample.Walls,false,2.8815586467884327,98.80000000000001,-98.91214293787135,622.4183116386379,270.0,57.26888181875811,8.0
sample.Walls,false,1.8051080849885495,90.76558800916847,-95.45419739984536,512.4915070478622,270.0,34.34136920375971,8.0
sample.Walls,true,2.994922906429031,90.76558800916847,-93.3420762351587,415.1994835798131,270.0,42.88865264459727,8.0
sample.Walls,true,2.4145929941482787,90.76558800916847,-102.25253439851825,318.0686618348665,270.0,17.3958995378583,8.0
sample.Walls,false,2.10955978619882,74.79605057059428,-118.78268588439344,329.56306369267503,270.0,340.2842976656675,8.0
sample.Walls,false,2.6048150972772492,62.3084926057046,-115.95420204824381,423.8028477767588,270.0,296.635588439664,8.0
sample.Walls,false,2.396046023177319,62.3084926057046,-113.67948748923952,521.7099373003124,329.99999999999994,305.84895491888227,0.0
sample.Walls,false,1.2252111205848133,62.3084926057046,-107.38010997244578,586.245234587417,0.0,311.25443838632293,8.0
sample.Walls,false,2.5248961927540448,62.3084926057046,-96.5042508252676,658.3948265072484,0.0,327.77604007758606,8.0
sample.Walls,true,2.647040823577167,60.3084926057046,-106.33959526144982,663.0377304952066,90.0,311.6795405339979,6.0
sample.Walls,false,1.1585404324474518,60.3084926057046,-87.33200447211108,567.9196022081587,90.0,305.0197332479947,8.0
sample.Walls,false,2.038825041329223,60.3084926057046,-85.55379199803527,470.39453610267265,90.0,324.42726713555396,8.0
sample.Walls,false,1.5540604313553268,46.4262476642416,-52.72386423668436,420.5481925976967,90.0,333.7007128833987,8.0
sample.Walls,false,2.848961077730646,52.4262476642416,-75.1065394250842,415.1003625310306,90.0,26.788959020537625,8.0
sample.Walls,true,2.678921523740251,52.4262476642416,-87.14464395615684,390.51613548291715,90.0,21.82790785116799,8.0
sample.Walls,false,2.926159900714299,50.4262476642416,-59.354831018708765,428.6294525507656,90.0,29.363705450210823,8.0
sample.Walls,false,2.3463316043788534,48.4262476642416,-78.26548404610728,480.10787918213083,90.0,40.951270916588186,0.0
sample.Walls,false,2.4821250541167057,38.35271852180009,-84.10530652688547,488.25940383849587,110.0,55.11144843581002,0.0
sample.Walls,false,1.495282282182082,36.35271852180009,-85.0766329796154,477.61095786558275,180.0,89.38878314629332,8.0
sample.Walls,false,1.2050479742061504,34.35271852180009,-71.31691707988917,471.87841937837305,180.0,101.4347592276353,8.0
sample.Walls,true,2.223551729556612,34.35271852180009,-78.55337109783085,460.19583755163023,180.0,126.91908156595544,8.0
sample.Walls,true,2.3860897988686154,34.35271852180009,-91.35836175563524,463.38646615111526,180.0,129.6542113179124,8.0
sample.Walls,false,2.1311771923862253,34.35271852180009,-99.9923290783622,470.83719199943397,180.0,109.32398783772875,8.0
sample.Walls,false,2.319600939353801,21.011408144460418,-76.40404417169955,491.46534013174727,219.99999999999994,104.27740748118748,0.0
